t,count
1519381976,6
1519382876,12
1519383776,18
1519384676,24
1519385576,30
1519386476,36
1519387376,42
1519388276,48
1519389176,54
1519390076,60
1519390976,66
1519391876,72
1519392776,78
1519393676,84
1519394576,90
1519395476,96
1519396376,102
1519397276,108
1519398176,114
1519399076,120
1519399976,126
1519400876,130
1519401776,130
1519402676,130
1519403576,130
1519404476,130
1519405376,130
1519406276,130
1519407176,130
1519408076,130
1519408976,130
1519409876,130
1519410776,130
1519411676,130
1519412576,130
1519413476,130
1519414376,130
1519415276,130
1519416176,130
1519417076,130
1519417976,130
1519418876,130
1519419776,130
1519420676,130
1519421576,130
1519422476,130
1519423376,130
1519424276,130
1519425176,130
1519426076,130
1519426976,130
1519427876,130
1519428776,130
1519429676,130
1519430576,130
1519431476,130
1519432376,130
1519433276,130
1519434176,130
1519435076,130
1519435976,130
1519436876,130
1519437776,130
1519438676,130
1519439576,130
1519440476,130
1519441376,130
1519442276,130
1519443176,130
1519444076,130
1519444976,130
1519445876,130
1519446776,130
1519447676,130
1519448576,130
1519449476,130
1519450376,130
1519451276,130
1519452176,130
1519453076,130
1519453976,130
1519454876,130
1519455776,130
1519456676,130
1519457576,130
1519458476,130
1519459376,130
1519460276,130
1519461176,130
1519462076,130
1519462976,130
1519463876,130
1519464776,130
1519465676,130
1519466576,130
1519467476,130
1519468376,130
1519469276,130
1519470176,130
1519471076,130
1519471976,130
1519472876,130
1519473776,130
1519474676,130
1519475576,130
1519476476,130
1519477376,130
1519478276,130
1519479176,130
1519480076,130
1519480976,130
1519481876,130
1519482776,130
1519483676,130
1519484576,130
1519485476,130
1519486376,130
1519487276,130
1519488176,130
1519489076,130
1519489976,130
1519490876,130
1519491776,130
1519492676,130
1519493576,130
1519494476,130
1519495376,130
1519496276,130
1519497176,130
1519498076,130
1519498976,130
1519499876,130
1519500776,130
1519501676,130
1519502576,130
1519503476,130
1519504376,130
1519505276,130
1519506176,130
1519507076,130
1519507976,130
1519508876,130
1519509776,130
1519510676,130
1519511576,130
1519512476,130
1519513376,130
1519514276,130
1519515176,130
1519516076,130
1519516976,130
1519517876,130
1519518776,130
1519519676,130
1519520576,130
1519521476,130
1519522376,130
1519523276,130
1519524176,130
1519525076,130
1519525976,130
1519526876,130
1519527776,130
1519528676,130
1519529576,130
1519530476,130
1519531376,130
1519532276,130
1519533176,130
1519534076,130
1519534976,130
1519535876,130
1519536776,130
1519537676,130
1519538576,130
1519539476,130
1519540376,130
1519541276,130
1519542176,130
1519543076,130
1519543976,130
1519544876,130
1519545776,130
1519546676,130
1519547576,130
1519548476,130
1519549376,130
1519550276,130
1519551176,130
1519552076,130
1519552976,130
1519553876,130
1519554776,130
1519555676,130
1519556576,130
1519557476,130
1519558376,130
1519559276,130
1519560176,130
1519561076,130
1519561976,130
1519562876,130
1519563776,130
1519564676,130
1519565576,130
1519566476,130
1519567376,130
1519568276,130
1519569176,130
1519570076,130
1519570976,130
1519571876,130
1519572776,130
1519573676,130
1519574576,130
1519575476,130
1519576376,130
1519577276,130
1519578176,130
1519579076,130
1519579976,130
1519580876,130
1519581776,130
1519582676,130
1519583576,130
1519584476,130
1519585376,130
1519586276,130
1519587176,130
1519588076,130
1519588976,130
1519589876,130
1519590776,130
1519591676,130
1519592576,130
1519593476,130
1519594376,130
1519595276,130
1519596176,130
1519597076,130
1519597976,130
1519598876,130
1519599776,130
1519600676,130
1519601576,130
1519602476,130
1519603376,130
1519604276,130
1519605176,130
1519606076,130
1519606976,130
1519607876,130
1519608776,130
1519609676,130
1519610576,130
1519611476,130
1519612376,130
1519613276,130
1519614176,130
1519615076,130
1519615976,130
1519616876,130
1519617776,130
1519618676,130
1519619576,130
1519620476,130
1519621376,130
1519622276,130
1519623176,130
1519624076,130
1519624976,130
1519625876,130
1519626776,130
1519627676,130
1519628576,130
1519629476,130
1519630376,130
1519631276,130
1519632176,130
1519633076,130
1519633976,130
1519634876,130
1519635776,130
1519636676,130
1519637576,130
1519638476,130
1519639376,130
1519640276,130
1519641176,130
1519642076,130
1519642976,130
1519643876,130
1519644776,130
1519645676,130
1519646576,130
1519647476,130
1519648376,130
1519649276,130
1519650176,130
1519651076,130
1519651976,130
1519652876,130
1519653776,130
1519654676,130
1519655576,130
1519656476,130
1519657376,130
1519658276,130
1519659176,130
1519664145,6
